3.50738,432.05472
3.55785,439.08432
3.60831,429.93308
3.65878,431.65938
3.70924,433.4384
3.75971,434.01266
3.81018,428.923
3.86064,441.39288
3.91111,434.75466
3.96157,440.90228
4.01204,431.86468
4.06251,428.7105
4.11297,421.5783
4.16344,429.43342
4.2139,436.76766
4.26437,437.965
4.31484,426.90796
4.3653,431.98666
4.41577,433.97742
4.46623,428.02734
4.5167,430.87056
4.56717,429.52264
4.61763,430.434
4.6681,429.10404
4.71856,428.89618
4.76903,425.30494
4.81949,431.05732
4.86996,431.62548
4.92043,431.65032
4.97089,431.77612
5.02136,434.85198
5.07182,431.57938
5.12229,439.30894
5.17276,439.44516
5.22322,440.44226
5.27369,439.70782
5.32415,435.09004
5.37462,437.14808
5.42509,445.19694
5.47555,443.9662
5.52602,454.86106
5.57648,459.19898
5.62695,464.96712
5.67741,462.21444
5.72788,466.54594
5.77835,473.44134
5.82881,475.6967
5.87928,480.3519
5.92974,491.12792
5.98021,504.00302
6.03068,515.0722
6.08114,520.53124
6.13161,538.34078
6.18207,561.44024
6.23254,588.61922
6.28301,628.20226
6.33347,670.44516
6.38394,725.03368
6.4344,818.05516
6.48487,930.86038
6.53534,1055.67896
6.5858,1165.15222
6.63627,1306.99056
6.68673,1388.34238
6.7372,1425.14862
6.78767,1414.51696
6.83813,1356.11336
6.8886,1277.3525
6.93906,1160.61016
6.98953,1040.65466
7.04,946.57152
7.09046,869.66888
7.14093,807.72796
7.19139,753.41694
7.24186,726.41822
7.29232,707.14362
7.34279,687.58174
7.39326,669.39286
7.44372,670.61996
7.49419,652.69022
7.54465,648.93562
7.59512,650.35958
7.64559,640.27948
7.69605,638.95418
7.74652,647.1741
7.79698,641.7993
7.84745,630.36016
7.89792,629.69984
7.94838,634.27874
7.99885,631.52246
8.04931,629.89222
8.09978,623.31984
8.15025,620.69428
8.20071,617.75652
8.25118,610.77538
8.30164,607.41918
8.35211,601.89944
8.40257,605.63872
8.45304,599.3797
8.50351,599.9865
8.55397,595.30718
8.60444,586.6572
8.6549,589.77418
8.70537,579.19736
8.75584,579.41554
8.8063,574.56236
8.85677,572.48908
8.90723,566.33182
8.9577,567.96102
9.00817,561.51854
9.05863,554.26364
9.1091,552.3109
9.15956,555.0107
9.21003,549.50352
9.2605,550.8284
9.31096,552.09794
9.36143,548.99438
9.41189,548.36398
9.46236,550.49202
9.51283,546.4561
9.56329,544.03484
9.61376,542.57342
9.66422,548.41476
9.71469,547.84024
9.76515,539.40984
9.81562,542.9424
9.86609,543.60916
9.91655,542.13632
9.96702,539.95728
10.01748,542.99674
10.06795,541.98678
10.11842,542.80618
10.16888,544.25362
10.21935,551.85336
10.26981,549.77082
10.32028,555.61412
10.37075,555.63036
10.42121,557.31024
10.47168,563.02414
10.52214,566.87572
10.57261,573.3072
10.62308,578.02474
10.67354,583.24504
10.72401,593.09542
10.77447,592.40868
10.82494,603.25566
10.8754,611.56336
10.92587,621.41088
10.97634,633.56924
11.0268,643.5257
11.07727,661.50914
11.12773,684.36082
11.1782,704.10066
11.22867,723.17582
11.27913,751.4504
11.3296,789.3373
11.38006,835.34724
11.43053,883.28578
11.481,939.49342
11.53146,976.78492
11.58193,1010.63996
11.63239,1049.02136
11.68286,1068.83418
11.73333,1084.16576
11.78379,1069.03366
11.83426,1048.05066
11.88472,1023.36088
11.93519,982.58768
11.98565,947.36232
12.03612,919.94746
12.08659,892.87854
12.13705,873.4335
12.18752,868.50694
12.23798,862.83264
12.28845,861.18854
12.33892,855.44838
12.38938,853.50276
12.43985,861.60376
12.49031,864.89118
12.54078,867.49844
12.59125,886.73813
12.64171,886.92617
12.69218,906.98899
12.74264,921.782
12.79311,940.09417
12.84358,971.91293
12.89404,992.91616
12.94451,1041.8858
12.99497,1077.99702
13.04544,1135.9514
13.0959,1212.47978
13.14637,1308.41506
13.19684,1408.47379
13.2473,1527.3083
13.29777,1663.55772
13.34824,1808.02517
13.3987,1958.4009
13.44917,2167.00604
13.49963,2402.63465
13.5501,2681.50546
13.60056,2906.28202
13.65103,3120.58687
13.7015,3246.07202
13.75196,3293.93797
13.80243,3185.30714
13.85289,3021.31758
13.90336,2753.48696
13.95383,2438.82772
14.00429,2120.85461
14.05476,1806.07282
14.10522,1543.3818
14.15569,1341.84035
14.20616,1182.92265
14.25662,1042.25239
14.30709,940.46497
14.35755,867.95674
14.40802,809.502
14.45849,756.86639
14.50895,728.28925
14.55942,697.68006
14.60988,669.1379
14.66035,646.18874
14.71081,626.39438
14.76128,613.00933
14.81175,599.92712
14.86221,585.88588
14.91268,576.03325
14.96314,570.18921
15.01361,558.55936
15.06408,544.88751
15.11454,537.72075
15.16501,531.07861
15.21547,524.88696
15.26594,516.71164
15.31641,506.65548
15.36687,500.8636
15.41734,496.77278
15.4678,491.44985
15.51827,482.94872
15.56873,482.78227
15.6192,478.24501
15.66967,475.27414
15.72013,470.56019
15.7706,464.69014
15.82106,462.69607
15.87153,455.95185
15.922,452.6767
15.97246,451.7462
16.02293,450.91323
16.07339,447.36034
16.12386,446.50081
16.17433,440.50388
